"English Word","Word Type","Dragon Translation"
Ore,noun,Mahgrii
Oregano,noun,Uluthan
Organ,noun,Kopraanmalur
Organism,noun,Nahlkopraan
Organization,noun,"Tokah, Vorstaald"
Organize,verb,Vorstaal
Orichalcum,noun,Ogeliim
Orient,verb,Voraak
Origin,noun,Kose
Original,adjective,Kodiist
Originate,verb,Gekose
Ornament,noun,Setjahl
Ornamental,adjective,Setjahluv
Ornery,adjective,Bahlus
Orphan,noun,Oth
Orsimer,noun,Ogiim
Orsinium,noun,Ogiimor
Orthodontist,noun,Ahkt-Vahraniik
Osprey,noun,Thusokriim
Ostrich,noun,Rulokraan
Other,adjective,Vorey
Otherkin,noun,Voreykiin
Otherwise,adverb,Hahvothzos
Otherworld,noun,Volein
Otherworldly,adjective,Voleinus
Ouch!,interjection,Taak
Ounce,noun,Alzah
Our,pronoun,Un
Ours,pronoun,Un
Ourselves,pronoun,Unmaar
Out,adverb,Tir
Outcast,noun,Govegein
Outcry,noun,Zaan
Outdoor,adjective,Nebenbex
Outdoors,adjective,Nebenbex
Outer,adjective,Zutir
Outermost,adjective,Zoktir
Outfit,noun,Detriived
Outlast,verb,Grolah
Outlaw,noun,Thunvu
Outline,noun,Reitir
Output,verb,Tirris
Outrage,noun,Naaz
Outside,adjective,Tir
Outward,adjective,Tirtiv
Oval,noun,Beznan
Over,preposition,"Avok, Yahvok"
Overall,adjective,Pahnim
Overburdened,adjective,Lotwid
Overcome,noun,Nahmul
Overencumbered,adjective,Lotwid
Overflow,verb,Gejahriitir
Overjoyed,adjective,Lotjiik
Overlap,verb,Skorun
Overloaded,adjective,Lotwid
Overlord,noun,Thur
Overlordship,noun,Thur
Overmorrow,noun,Mindirsul
Overpass,noun,Avokstrah
Overpower,noun,Nahmul
Overseas,adverb,Avokaaz
Oversee,verb,Inkoraav
Overseer,noun,Lahvriiluz
Overtake,verb,Vaarnurel
Overthrow,verb,Vodul
Overwhelm,verb,Vaarnurel
Ow!,interjection,Taak
Owe,verb,Fozir
Owl,noun,Hol
Own,adjective,Meyar
Own,verb,Laav
Owner,noun,Laviik
Ownership,verb,Laav
Ox,noun,Kalul
Oxymoron,noun,Gakrizar-Rot
Pacification,noun,Gedremend
Pacifist,noun,Dremiik
Pacify,verb,Gedrem
Pack,noun,Tah
Package,noun,Luskaan
Pact,noun,Kiid
Pad,noun,Tusah
Padding,noun,Tusah
Pagan,noun,Wuthrahnuv
Page,noun,Siith
Pain,noun,Faaz
Painful,adjective,Faazaal
Paint,noun,Nahin
Paint,verb,Verilir
Painted,adjective,Maalutaan
Pair,noun,Ziinmet
Palace,noun,Hofkahsejun
Paladin,noun,Kendaar
Palatable,adjective,Yashahaal
Palate,noun,Yashah
Pale,adjective,Ruvol
Paleness,noun,Ruvolom
Pallor,noun,Ruvolom
Palm,noun,Milah
Pan,noun,Friisgelt
Pancake,noun,Friisgeltbrot
Panda,noun,Fahmey-Kodaav
Pang,noun,Kaas
Panic,noun,Faast
Pansexual,adjective,Pahliinvas
Pantheon,noun,Rahragnavir
Pantry,noun,Kipraav
Pants,noun,Boviir
Paper,noun,Deykraan
Paradigm,noun,Venselor
Paradise,noun,Prudaas
Paradox,noun,Uzgrolein
Paradoxical,adjective,Uzgroleinuv
Paragon,noun,Pruzeim
Parallax,noun,Koraavuld
Paralysis,noun,Seyvuzos
Paralyze,verb,Seyvuz
Parapet,noun,Grahangaar
Parasite,noun,Vorenaak
Parasol,noun,Lokluvspaanshul
Paratrooper,noun,Lokrahzun
Parcel,noun,Luskaan
Parchment,noun,Deykraan
Pardon,noun,Krosis
Parent,noun,Lafaan
Parentage,noun,Tiidnavir
Parental,adjective,Lafaanuv
Pariah,noun,Govegein
Park,noun,Prez
Parkour,noun,Rustin
Parlay,noun,Skozahrel
Parrot,noun,Zulokraan
Parry,verb,Panor
Parse,verb,Kaafrit
Parsley,noun,Priitor
Part,noun,Malur
Partial,adjective,Maluruv
Participate,verb,Aavon
Particle,noun,Malureyd
Particular,adjective,Pogukus
Particularly,adverb,Suranmiik
Partner,noun,"Feliig, Onliin"
Party,noun,"Visk, Lid"
Party,verb,Vervisk
Pass,verb,"Rahn, Hok"
Passable,adjective,Virahn
Passage,noun,Rahnd
Passenger,noun,Zorahem
Passion,noun,Smoliin
Passionate,adjective,Smolinaal
Passive,adjective,Losnaar
Password,noun,Gaatrot
Past,preposition,Vortii
Past,noun,Ustiid
Pasta,noun,Surilim
Pastime,noun,Botiid
Pastry,noun,Thalabrot
Pasture,noun,Vasaar
Paternal,adjective,Bormahus
Path,noun,Ven
Pathetic,adjective,Sahlag
Patience,noun,Prem
Patient,adjective,Prem
Patriarch,noun,Bormahrel
Patriarchy,noun,Bormahrel
Patricide,noun,Kriibormah
Patriot,noun,Norkaal
Patrol,verb,Bodein
Patron,noun,Unagein
Patronize,verb,Ahfaraaz
Pattern,noun,Venselor
Patty,noun,Yelsliin
Pauldron,noun,Qahsuld
Pause,noun,Gohiv
Paw,noun,Haan
Pay,verb,Biis
Payment,noun,Sovaat
Pea,noun,Panaan
Peace,noun,Drem
Peaceful,adjective,Zodrem
Peacemaker,noun,Dremwahliik
Peacock,noun,Brituft
Peak,noun,Naar
Peanut,noun,Avmaad
Pear,noun,Bizur
Pearl,noun,Kunuk
Peasant,noun,Nivokmun
Pebble,noun,Zegur
Peck,verb,Spek
Peculiar,adjective,Sonziik
Peddler,noun,Maltuniik
Pediatrician,noun,Kiir-Vahraniik
Pee,noun,Nevul
Pee,verb,Vernevul
Peek,noun,Malkoraav
Pelt,noun,Kelm
Pen,noun,Pelniir
Pencil,noun,Pelniir
Pendant,noun,Kagaav
Pendulum,noun,Bosgolz
Penetrable,adjective,Vikinz
Penetrate,verb,Kinz
Penguin,noun,Vudeym-Lokraan
Peninsula,noun,Norviing
Penis,noun,Maasofaniik
Pentagon,noun,Henreid
Penumbra,noun,Vofunvul
People,noun,Joriin
Peopled,adjective,Joraan
Pepper,noun,Beku
Peppery,adjective,Bekuhus
Perceive,verb,Fraan
Percent,noun,Koben
Perception,noun,Fraanend
Percolate,verb,Bozeim
Perfect,adjective,Tozeinvu
Perfectionist,noun,Tozeinvulaan
Perform,verb,"Kosov, Verlovaas"
Performance,noun,Kosovaat
Perhaps,adverb,Aalkos
Peril,noun,Rut
Perilous,adjective,Rutkei
Period,noun,"Zahtiid, Iilah-Krasaar"
Perish,verb,Saluk
Perishable,adjective,Visliiv
Perk,noun,Priizah
Permanence,noun,Tiidnul
Permanent,adjective,"Tiidnu, Vofrul"
Permeable,adjective,Vikinz
Permeate,verb,Bozeim
Permission,noun,Orlaavend
Permit,verb,Orlaav
Perpetrator,noun,Vosodiik
Perpetual,adjective,Vofrul
Perseverance,noun,Grolah
Persevere,verb,Grolah
Persist,verb,Zuthiir
Persnickety,adjective,Pogukus
Person,noun,Jor
Personal,adjective,Jormaar
Personality,noun,Edil
Personalize,verb,Genum
Perspective,noun,Silsemiin
Persuadable,adjective,Visaakrot
Persuade,verb,Aakrot
Pervade,verb,Nuvey
Pervert,verb,Inhon
Peryite,noun,Krasliivin
Pescetarian,adjective,Ikinaan
Pestilence,noun,Vedkrasom
Pestle,noun,Dumoraak
Pet,adjective,Rezus
Pet,noun,Rez
Pet,verb,Haalniv
Petite,adjective,Prin
Petrified,adjective,Zofaasah
Petrify,verb,Seyvuz
Petty,adjective,"Sahlag, Prin"
Pew,noun,Pravozah
Pewter,noun,Sahlosiriil
Phantom,noun,Sah
Pharmacist,noun,Hahsekolvasiik
Pharmacologist,noun,Hahsekolvasiik
Pharmacology,noun,Hahsekolvas
Phase,noun,Griid
Pheasant,noun,Lokraas
Philosophical,adjective,Fiilosuv
Philosophy,noun,Fiilos
Phoenix,noun,Yolzoor
Phone,noun,Gutzul
"Phone number",noun,Tokaansegutzul
Phony,adjective,Nisaad
Photograph,verb,Verdeykrilir
Photograph,noun,Deykrilir
Photographer,noun,Deykriliriik
Photon,noun,Zahkoseydkun
Phrase,noun,Sahgaat
Phychedelic,noun,"Hahfiikath "
Physical,adjective,Kopraanuv
Physics,noun,Hahsebom
Pianist,noun,Ozinveyhaalin
Piano,noun,Ozinveyhaal
Piccolo,noun,Biizlovaas
Pick,verb,Zemqulek
Pickaxe,noun,Vildhahkun
Pickpocket,noun,Vunonhaal
Picture,noun,Ilir
Picturesque,adjective,Brilaas
Pie,noun,Brotumkip
Piece,noun,Malur
Pierce,verb,Kinz
Pig,noun,Hiraak
Pigmy,adjective,Malnaaz
Pile,noun,Mahkur
Pilgrim,noun,Rahwunduniik
Pilgrimage,noun,Rahwundun
Pill,noun,Vahraanfiit
Pillage,verb,Draazog
Pillar,noun,Haar
Pillow,noun,Uftahin
Pillowcase,noun,Uftahin-Frit
Pilot,noun,Lokuyiz
Pin,noun,Malkinzon
Pinch,verb,Skin
Pine,noun,Galik
Pine,verb,Krosik
Pineapple,noun,Thrinmah
Pinecone,noun,Fruksegalik
Pink,adjective,Soqat
Pint,noun,Merak
Pioneer,noun,Diistiik
Pipe,noun,"Sunaak, Tenzeil"
Pirate,noun,Raaviir
Piss,verb,Vernevul
Pistol,noun,Maledun
Pit,noun,Piiv
Pitch,noun,Brak
Pitchfork,noun,Hofkahzof
Pitiful,adjective,Sahlag
Pitiless,adjective,Iizil
Pity,noun,Aazrii
Pizza,noun,Portavbrot
Place,verb,Ris
Place,noun,Staad
Plague,noun,Vedkrasom
Plain,adjective,Vonum
Plain,noun,Pindaar
Plan,verb,Mein
Plane,noun,"Sovaar, Geltviing"
Planet,noun,Gutlein
Plank,noun,Yelgosvah
Plant,noun,Ahvus
Plasma,noun,Yolosuf
Plaster,noun,Fask-Golz
Plastic,noun,Sehburuk
Plate,noun,Tus
Plateau,noun,Yeldah
Platform,noun,Palaar
Platinum,noun,Malsesilon
Platypus,noun,Aandserk
Play,verb,"Kiird, Verlovaas"
Play,noun,Tinvaatey
Player,noun,"Droliik, Kirdaan"
Playful,adjective,Kiirdaas
Playground,noun,Kiirgolt
Plaza,noun,Milgaan
Plea,verb,Laanah
Pleasant,adjective,Genazaal
Please,verb,Genaz
Please,adverb,Lig
Pleasurable,adjective,Lig
Pleasure,noun,Genazend
Pledge,verb,Vaat
Plentiful,adjective,Povaan
Plenty,noun,Povaas
Plight,noun,Dezmah
Plot,verb,"Mein, Nivurot"
Plow,noun,Muldenek
Pluck,verb,Sovitaal
Plum,noun,Biifruk
Plumage,noun,Proviz
Plume,noun,Proviz
Plunder,verb,Nahkuz
Plunderer,adjective,Nahkuziik
Plunge,verb,Komah
Pocket,noun,Vurul
Podzol,noun,Kiidenek
Poem,noun,Kahriil
Poet,noun,Kahriik
Poetry,noun,Sonvaak
Point,verb,Mor
Point,noun,"Zahd, Jusktii"
Poison,noun,Viidost
Poisonous,adjective,Zoviidost
Poke,verb,Haalvit
Poker,noun,Deziirukt
Polar,adjective,Golkloviik
Pole,noun,Golklov
Poleaxe,noun,Zuthahkun
Police,noun,Thunkodiik
Policeman,noun,Thunkodiik
Polish,verb,Geviin
Polite,adjective,Pruzahvun
Politician,noun,Noksenonviik
Politics,noun,Noksenonvul
Pollute,verb,Thokaz
Poltergeist,noun,Kropahzii
Polytheism,noun,Pogaanrah
Polytheistic,adjective,Pogaanraal
Pommel,noun,Sahtul
Pond,noun,Malom
Ponderous,adjective,Vokodus
Pony,noun,Malkey
Pool,noun,Lomok
Poop,noun,Draaf
Poor,adjective,Nivok
Pop,noun,Diipahlom
Pop,verb,Kaap
Popcorn,noun,Yolkern
Poppy,noun,Sososley
Populated,adjective,Joraan
Population,noun,Jortokaan
Porn,noun,Viinun
Pornography,noun,Viinun
Port,noun,Staal
Portable,adjective,Vahkbrud
Portal,noun,Miiraak
Porter,noun,Brudmun
Portion,noun,Malur
Portrait,noun,Veyloz
Pose,verb,Kosaal
Position,noun,Kostaad
Positive,adjective,Kopruzah
Possess,verb,Piraak
Possession,noun,Piraakt
Possibility,noun,Koraas
Possible,adjective,Korasaal
Possum,noun,Vulonserk
Post,noun,Luskiit
Pot,noun,Qaav
Potable,adjective,Vipiin
Potato,noun,Hopik
"Potato Chip",noun,Hopikvey
Potent,adjective,Piilo
Potential,noun,Zahvos
Potion,noun,Galgur
Pouch,noun,Brulost
Poultry,noun,Slenselok
Pound,noun,Pozik
Pour,verb,Triir
Powder,noun,Pusaas
Powdery,adjective,Pusast
Power,noun,"Suleyk, Mulaag"
"Power Tool",noun,Muldreniir
Powerful,adjective,Suleykaar
Powerless,adjective,Mulnu
Practical,adjective,Kostiruv
Practice,verb,"Kostir, Delahmul"
Practice,noun,Hahtaar
Prairie,noun,Evenik
"Prairie Dog",noun,Golzomvol
Praise,noun,Werid
Prank,noun,Yirtah
Prattle,verb,Vanvaak
Pray,verb,Draal
Prayer,noun,Draan
Preach,verb,Sahvotaak
Precedent,noun,Uskoros
Precious,adjective,Fariik
Precise,adjective,Uliid
Preciseness,noun,Uliidom
Precision,noun,Uliidom
Predator,noun,Ah
Predicament,noun,Dezmah
Predict,verb,"Prodah, Prokuz"
Preen,verb,Prozeyv
Prefer,verb,Egnah
Prefix,noun,Aavusrot
Pregnant,adjective,Kiiraal
Prelude,noun,Uslovaas
Premeditate,verb,Usukah
Prepare,verb,Rodraan
Preposition,noun,Usris
Preposterous,adjective,Wiiv-Balaan
Preschool,noun,Kiir-Mindaziir
Presence,noun,Nuvah
Present,noun,"Nutiid, Ofanaat, Nuvah"
Presently,adverb,Das
Preserve,verb,Zahnir
Preset,adjective,Prohel
Preside,verb,Raak
President,noun,Priivum
Press,verb,Dahrit
Pressure,noun,Gahfus
Presume,verb,Lorfonaar
Pretend,verb,Kosmey
Pretty,adjective,Malbrii
Prevail,verb,Ahkron
Prevent,adjective,Nivos
Previous,adjective,Usliik
Prey,noun,Niraat
Price,noun,Praz
Priceless,adjective,Praznu
Pride,noun,Kah
Prideful,adjective,Zokah
Priest,noun,Sonaak
Priestess,noun,Sonaak
Primary,adjective,Maag
Primate,noun,Atumun
Prime,adjective,Kord
Prince,noun,Kulaan
Princely,adjective,Kulaanus
Princess,noun,Kulaas
Princessly,adjective,Kulaasus
Print,noun,Deykrilir
Print,verb,Praam
Printer,noun,Ripraamiik
Priority,noun,Diistus
Prism,noun,Yunok
Prison,noun,Grunz
Prisoner,noun,Grunzah
Private,adjective,Jormaar
Prize,noun,Uriif
Probability,noun,Grozahom
Probable,adjective,Grozah
Probably,adverb,Grozah
Problem,noun,Diron
Problematic,adjective,Dironzaar
Procedure,noun,Krodren
Proceed,verb,Ativut
Process,noun,Krodren
Proclaim,verb,Kopiraan
Proclamation,noun,Kopirot
Procreate,verb,Verkiir
Prodigy,noun,Lotkiiv
Produce,verb,Ter
Producer,noun,Aafuriik
Product,noun,Aafurid
Production,noun,Aafurid
Productive,adjective,Ativutaal
Profession,noun,Krotz
Profit,noun,Yuldofaal
Profligacy,adjective,Paaksov
Profligate,adjective,Paaksov
Profuse,adjective,Pogahko
Program,noun,Virlaan
Programmer,noun,Rikuthin
Progress,verb,Ativut
Progression,noun,Murahv
Progressive,adjective,Ativutaal
Projectile,noun,Kuyizaat
Prolong,verb,Gelingrah
Promise,verb,Kaat
Promote,verb,Ativaal
Prompt,adjective,Kusil
Pronounce,verb,Rot-Komeyt
Pronunciation,verb,Rot-Komeyt
Proof,noun,Gevahzin
Propel,verb,Kuyiz
Proper,adjective,Prudaav
Property,noun,Piraakt
Prophecy,noun,Qostiid
Prophet,noun,Qosaar
Prophetic,adjective,Qostiiduv
Prosper,verb,Lahniv
Prosperity,noun,Pruzahlaas
Prosperous,adjective,Pruzahlaas
Prostitute,noun,Wiizaan
Prostrate,verb,Tumbonaar
Protect,verb,Jaaril
Protrude,verb,Dikinz
Proud,adjective,Zokah
Prove,verb,Gevahzen
Proverb,noun,Vahzensaag
Provide,verb,Birgah
Province,noun,"Nor, Maljunaar"
Provision,noun,Birgahniir
Provoke,verb,Drunkoros
Prowess,noun,Kriinhus
Pry,verb,"Kropah, Bix"
Psychedelicism,noun,"Hahfiikath "
Psychiatrist,noun,Hahvahraniik
Psychic,noun,Nahgah
Psychologist,noun,Hahprustiik
Psychology,noun,Hahsoksehah
Pub,noun,Snol
Puberty,noun,Naramriin
Public,noun,Jormah
Publicity,noun,Jormah
Pudding,noun,Hespaagliik
Puddle,noun,Lomok
Pufferfish,noun,Suniivikin
Puke,verb,Vodiivon
Pull,noun,Donth
Pull,verb,Sovit
Pulsar,noun,Prusfil
Pulse,verb,Vulz
Pump,verb,Giiriz
Pumpkin,noun,Budlaak
Pun,noun,Rotmindol
Punch,verb,Baag
Punctuate,verb,Pelzahd
Punctuation,verb,Pelzahd
Puncture,verb,Kinz
Punish,verb,Pentaar
Punishment,verb,Pentaar
Pup,noun,Dokraas
Pupil,noun,Mindaziik
Puppet,noun,Nukaas
Puppy,noun,Dokraas
Purchase,verb,Bir
Pure,adjective,Ruv
Purgatory,adjective,Nilzaar
Purge,verb,Nilz
Purification,noun,Nilz
Purify,verb,Nilz
Purple,adjective,Jen
Purpose,noun,Nuft
Purposeful,adjective,Zonuft
Purr,noun,Kaazul
Purse,noun,"Yulvid, Faraan-Brulost"
Pursue,verb,Niivut
Pursuer,noun,Nivutiik
Pursuit,noun,Kusah
Push,verb,Dah
Put,verb,Ris
Puzzle,noun,Burzah
Pyramid,noun,Bu'ul
Pyre,noun,Agnaar
Pyrite,noun,Yulmey
Pyromaniac,noun,Yolokaliin
Python,noun,Siison
"Quad bike",noun,Hirokey
Quadrilateral,noun,Hireid
Quadruple,adjective,Hiran
Quail,noun,Nufost
Quake,noun,Motaad
Qualification,noun,Grind-Huvut
Qualify,noun,Grind-Huvut
Quality,noun,Koziir
Quandary,noun,Jeykiiv
Quantity,noun,Waarth
"Quantum Physics",noun,Zahkose-Hahsebom
Quarrel,noun,Keinul
Quart,noun,Lit
Quarter,noun,Hirkis
Quartet,noun,Hirdopaan
Quartz,noun,Kazaar
Quasar,noun,Kruziikun
Quaternary,adjective,Hirven
Queen,noun,Jud
Queenly,adjective,Judus
Queer,adjective,Sonziik
Quell,verb,Krun
Queller,noun,Kruniik
Quench,verb,Krun
Quencher,noun,Kruniik
Querist,noun,Laniik
Query,noun,Laan
Quest,noun,Wund
Question,noun,Laan
Questioner,noun,Laniik
Quick,adjective,Nel
Quicken,verb,Genel
Quickness,noun,Nelom
Quicksand,noun,Draaklo
Quicksilver,noun,Viinazil
Quiet,noun,Stiild
Quiet,adjective,Stiildus
Quill,noun,"Pelniir, Peluft"
Quince,noun,Bizuryuv
Quit,verb,Sahto
Quite,adverb,Peh
Quitter,adjective,Sahtod
Quiver,verb,Olg
Quiz,noun,Laniid
Quorum,noun,Grindaaris
Quota,noun,Mulhaan-Waarth
Quote,noun,Virot
Rabbit,noun,Kaviir
Rabid,adjective,Felhah
Rabies,noun,Felhahlun
Raccoon,noun,Godaan
Race,noun,Reyliik
Race,verb,Tusron
Racer,noun,Tusroniik
Races,noun,Reyliik
Racism,adjective,Reyliikun
Rack,noun,Hiilah
Radar,noun,Lokyah
Radiance,noun,Uraan
Radiant,adjective,Uraniik
Radiation,noun,Bodukaag
Radii,noun,Hefyavve
Radio,noun,Zulkronimaar
Radioactive,adjective,Bodukagaal
Radius,noun,Hefyaav
Raft,noun,Yelvaad
Rafter,noun,Vokielkriist
Rag,verb,Dubah
Rag,noun,Thokriiv
Rage,noun,"Rahgol, Ruth"
Raid,verb,Kuzol
Railroad,noun,Dolkeyven
Rain,noun,Lokluv
"Rain's Hand",noun,Haalokluv
Rainbow,noun,Lokluvfahin
Raindrop,noun,Lokluv
Rainforest,noun,Lufeykro
Rainy,adjective,Lokluvus
Raise,verb,"Wahl, Gelok"
Raised,verb,Wahlaan
Raisin,noun,Shuldruf
Rake,noun,Raxzuth
Ram,verb,Vaak
Ran,verb,Ru
Random,adjective,Zixiir
Randomness,noun,Zixiirom
Range,verb,Rovit
Ranger,noun,Roviik
Rank,noun,Leyk
Rankle,verb,Rahgaan
Ransom,noun,Shirun
Rape,verb,Qavolaan
Rapid,adjective,Neltiid
Rapier,noun,Kortuz
Rapist,noun,Qavolaniik
Rare,adjective,Num
Rarefaction,verb,Vopogaad
Rarefy,verb,Vopogaad
Rarely,adverb,Lovuneh
Rasp,verb,Klozul
Raspberry,noun,Soqatogah
Rat,noun,Serk
Rate,noun,Waarth
Rather,adverb,Milaar
Ratio,noun,Waarth
Rattle,verb,Motaak
Rattler,noun,Motakiid
Ravage,verb,Modokraan
Ravager,noun,Modokriid
Rave,verb,Hevaak
Raven,noun,Ruvaak
Ravenous,adjective,Dunahkei
Ravine,noun,Korosin
Raw,adjective,Gren
Ray,noun,Bokun
Raze,verb,Aldol
Razor,noun,Vum-Tuz
Razor,adjective,Alzit
Reach,verb,Hiiv
React,verb,Tahmus
Reaction,noun,Tahmusend
Read,verb,Etaak
Reader,noun,Etakiid
Ready,adjective,Nuk
Real,adjective,Saad
Realign,verb,Ortahlon
Realism,noun,Saadom
Reality,noun,Saadom
Realization,noun,Emtiind
Realize,verb,Emtiin
Realm,noun,Suleyksejun
Realm,noun,"Deylok, Sovaar"
Realness,noun,Saadom
Reap,verb,Nadriin
Reaper,noun,"Sahvoz, Nadriik"
Reapply,verb,Orpeylaan
Rear,noun,Akor
Rearrange,verb,Ordevaak
Reason,noun,Dahrin
Reasonable,adjective,Dahrinaal
Reaver,noun,Uroksvaal
Rebar,noun,Wahlaangelt
Rebel,noun,Vax
Rebellion,noun,Keiz
Rebellious,adjective,Vaxei
Rebirth,adjective,Orkiindah
Reborn,adjective,Orkiin
Rebuild,verb,Orwahl
Recall,verb,Lorvod
Recant,verb,Duvaat
Recapture,verb,Orpoltor
Recede,verb,Votivut
Receive,verb,Ofaal
Receiver,noun,Ofaalin
Recent,adjective,Fautiid
Reception,noun,Ofaalend
Recessive,adjective,Votivutaal
Recipe,noun,Uskriif
Reciprocate,verb,Daaltun
Reciprocation,verb,Daaltun
Reciprocity,verb,Daaltun
Recite,verb,Kovaat
Reckless,adjective,Huznu
Reckon,verb,Ned
Recognise,verb,Mindrus
Recognize,verb,Mindrus
Recollect,verb,Lorvod
Recollection,noun,Tiidahmaan
Recollection,verb,Lorvod
Recombine,verb,Orhilk
Reconnaissance,noun,Lingrahmiin
Reconnect,verb,Orgevoth
Reconsider,verb,Ormiinahsul
Record,verb,Vertal
Record,noun,"Umaak, Lovaasvogil"
Recount,verb,Kofun
Recover,verb,Orofaal
Recreate,verb,Orwahl
Recruit,adjective,Seiraknid
Recruit,verb,Zahvraan
Rectal,adjective,Reymuv
Rectangle,noun,Hireid
Rectify,verb,Folov
Rectum,noun,Reym
"Recurve Bow",noun,Vuglax
Red,adjective,Sahqo
Redden,verb,Gesahqo
Redeclare,verb,Orkopiraan
Redeem,verb,Orbalaan
Redemption,noun,Orbalaan
Redesign,verb,Orkomiin
Redguard,noun,Sahqomun
Redo,verb,Dro
Redoubt,noun,Frulrunir
Redundant,adjective,Zukpraagek
Redwood,noun,Sahqoreyth
Reed,noun,Sunaak
Reek,verb,Riig
Refer,verb,"Nenvaar, Faanrah"
Reference,verb,"Vernenfah, Faanrah"
Refill,verb,Orjahrii
Refine,verb,Vet
Reflect,verb,Jokaar
Reflection,verb,Jokaar
Refrain,verb,Forgen
Refrigerator,noun,Krahoskad
Refuge,noun,Dremjaar
Refugee,noun,Bovultiin
Refusal,noun,Volaav
Refuse,noun,Taavin
Refuse,verb,Volaav
Regain,verb,Orofaal
Regalia,noun,Nonvulriiv
Regard,verb,"Ned, Hahlot"
Regency,noun,Mulimaar
Regenerate,verb,Yolir
Regeneration,noun,Yolirend
Regent,noun,Fruljun
Regicide,noun,Kriijun
Regime,noun,Relmaar
Regiment,noun,Ronax
Region,noun,Paan
Regress,verb,Votivut
Regressive,adjective,Votivutaal
Regret,verb,Groso
Regretful,adjective,Grosokei
Regrow,verb,Yolir
Regrowth,noun,Yolirend
Regular,adjective,Qurnen
Regulate,verb,Qurnenah
Regurgitate,verb,Vodiivon
Reheat,verb,Oryos
Reign,verb,Rel
Reignite,verb,Oryol
Reincarnation,noun,Orkopraanzii
Reins,noun,Stizniir
Reject,verb,Volaav
Rejected,adjective,Duyiiv
Rejection,noun,Volaav
Rejoice,verb,Frahjiik
Rejuvenate,verb,Vokrii
Rekindle,verb,Oryol
Relate,verb,Ahlon
Related,adjective,Fron
Relation,noun,Ahlond
Relations,noun,Ahlond
Relationship,noun,Ahlondein
Relative,adjective,Fron
Relax,verb,Krisiiv
Release,verb,Gaar
Relent,verb,Vaar
Reliable,adjective,Visrivun
Relic,noun,Tholaar
Relief,noun,Juskov
Relight,verb,Oryol
Religion,noun,Rahlun
Religious,adjective,Rahlunkei
Relish,verb,Genaas
Relive,verb,Orlahney
Reload,verb,Orklad
Rely,verb,Rivun
Remade,adjective,Orkiin
Remain,verb,Reyzan
Remainder,noun,Reyziin
Remains,noun,Reyziin
Remake,verb,Orwahl
Remark,verb,Ofunlor
Remedy,verb,"Folov, Folov"
Remember,verb,Dahmaan
Remembered,adjective,Dahmin
Remembrance,noun,Dahmaar
Remind,verb,Orah
Reminder,noun,Siinorah
Reminiscent,adjective,Dahmiik
Remix,verb,Orhilk
Remnant,noun,Reyziin
Remote,adjective,Hud
Removal,noun,Govend
Remove,verb,Govey
Rename,verb,Orfaan
Rend,verb,Kroz
Render,verb,Mur
Renegade,noun,Vax
Renew,verb,Yolir
Renewal,noun,Yolirend
Renounce,verb,"Duvaat, Volaav"
Renown,noun,Kahfaan
Renowned,adjective,Mindokin
Reopen,verb,Orbex
Reorder,verb,"Ortahlon, Ordevaak"
Reorganize,verb,Orvorstaal
Repair,verb,Vokren
Repay,verb,Orbiis
Repeat,verb,Zuvir
Repent,verb,Kogroso
Repetitive,adjective,Zuviraal
Rephrase,verb,Orot
Replace,verb,Oris
Reply,verb,Fahraal
Report,noun,Tal
Report,verb,Vertal
Represent,verb,Nirkaanon
Representation,noun,Nirkaanond
Reprisal,verb,Daalnos
Reproduce,verb,Verkiir
Reproduction,noun,Fotiid
Reproductive,adjective,Liinvas
Reptile,noun,Vriid
Reptilian,adjective,Vriiduv
Repurpose,verb,Orbrah
Repute,noun,Kuluft
Request,noun,Laan
Request,verb,Laan
Requester,noun,Laniik
Requiem,noun,Praanlovaas
Require,verb,Huvut
Requirement,noun,Huvutaat
Resay,verb,Orsaag
Rescue,verb,Bahvit
Research,noun,Yahmindos
Researcher,noun,Vahzen-Tovitaan
Resemble,verb,Medkoraav
Reserve,verb,Zahnir
Reservoir,noun,Wahlom
Resew,verb,Orosul
Reside,verb,Kolahney
Residence,noun,"Hofkah, Hofkiin"
Resident,noun,Kolahniik
Residual,adjective,Rukoruv
Residue,noun,Rukor
Resilience,noun,Mulaan
Resist,verb,Vogahvon
Resistance,noun,Vogahriin
Resolute,adjective,Maankir
Resolve,noun,Maankiraak
Resolved,adjective,Maankir
Resonate,verb,Niirah
Resource,noun,Rahzaas
Resourceful,adjective,Zorahzaas
Respark,verb,Oryol
Respect,verb,Fir
Respectable,adjective,Ufir
Respectful,adjective,Zofir
Respite,noun,Praaz
Respond,verb,Fahraal
Response,noun,Fahraal
Responsibility,noun,Vahlokeyv
Responsible,adjective,Vahlokeyvaal
Rest,verb,Praan
Restart,verb,Orgon
Restate,verb,Orsaag
Restless,adjective,Laagnu
Restoration,noun,Vokriind
Restore,verb,Vokrii
Restrain,verb,Morkon
Restrainer,noun,Morkoniid
Restraint,noun,Morkonin
Restrict,verb,Begron
Restroom,noun,Shunstaad
Result,noun,Droz
Resume,verb,Fahbo
Resurrection,noun,Vokriind
Resurrectionist,noun,Vokriid
Retake,verb,Orofaal
Retaliate,verb,Daalnos
Retaliation,verb,Daalnos
Rethink,verb,Ormiinahsul
Retire,verb,Nurvim
Retreat,verb,Votivut
